Contributor_login;repository_name;average_issues_comments_length;average_time_to_close_issues;issues_closed;issues_opened;issues_participated;issues_closed_per_day;average_comments_per_issue;early_additions;early_deletions;late_additions;late_deletions;change_bursts;biggest_burst_length;inactive_period_within_active_period;tot_additions;tot_deletions;activity_period_in_days;total_file_additions;total_file_deletions;total_file_modifications;total_file_changes;commits_authored;total_lines_of_code_changed;violations_added;violations_eliminated
nglorioso;google/auto;NA;NA;0;1;0;0.0;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
hzsweers;google/auto;290.952380952;15.7070833333;2;10;17;0.00120627261761;2.47058823529;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
acr31;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
sumitbhagwani;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
cgrushko;google/auto;224.928571429;6.03027777778;1;7;6;0.000603136308806;2.33333333333;0;0;0;0;0;0;100;0;0;0;0;0;6;6;1;40;3;0
cgdecker;google/auto;5.0;NA;0;0;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
dimo414;google/auto;42.0;9.00361111111;1;1;1;0.000603136308806;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
torquestomp;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;7;7;1;0;0;0
eaftan;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
djherbis;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;81;10;0
jonerez;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
swankjesse;google/auto;31.5;NA;0;2;1;0.0;2.0;12;12;0;0;0;1;0.0;12;24;1;0;0;3;4;1;24;32;1
kwestbrooks;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
marslangoog;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
sethnel99;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
zhangsu;google/auto;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;5;5;1;0;0;0
hongyangAndroid;hongyangAndroid/AndroidAutoLayout;114.615384615;11.9771701389;16;1;33;0.0229226361032;1.18181818182;231;0;220;35;0;1;0.972727272727;519;1202;110;5;13;14;32;5;129;22;0
xiaolongyuan;hongyangAndroid/AndroidAutoLayout;22.5;1.73333333333;2;4;6;0.00286532951289;1.0;38;562;30;4;0;1;0.0;68;1132;2;0;13;5;18;4;34;5;0
mylhyl;hongyangAndroid/AndroidAutoLayout;NA;NA;0;2;0;0.0;NA;220;35;0;0;0;1;0.0;220;70;1;2;0;7;9;1;95;17;0
mockitoguy;mockito/mockito;370.524685382;9.16890516493;256;227;425;0.137118371719;2.43058823529;348;101;31;31;66;63;0.869445211151;253179;405404;3623;1683;1045;10515;13934;2642;8526;1262;389
bric3;mockito/mockito;322.873239437;10.5645776644;294;94;491;0.157471880021;2.45824847251;2;2;46;46;49;11;0.912227074236;115309;152906;2290;524;134;1977;2719;590;0;0;0
continuous-delivery-drone;mockito/mockito;NA;NA;0;0;0;0;NA;16;2;14;1;16;54;0.819672131148;3263;792;915;0;0;434;434;431;0;0;0
raphw;mockito/mockito;291.264775414;9.91819748581;137;34;204;0.0733797536154;2.07352941176;2496;1554;71;14;13;5;0.921713441654;6534;7196;677;54;13;900;976;148;993;127;6
TimvdLippe;mockito/mockito;248.562252964;9.45331245461;306;84;471;0.163899303696;2.14861995754;0;21;1;1;23;13;0.879216539717;11317;16090;919;20;9;410;442;63;1037;27;20
szpak;mockito/mockito;273.011299435;6.4026873385;43;44;105;0.0230316014997;1.68571428571;72;73;25;14;0;1;0.993701550388;312;304;2064;11;1;172;186;43;245;29;2
PascalSchumacher;mockito/mockito;117.315789474;8.22324074074;3;46;30;0.00160685591859;1.26666666667;12;12;1;1;2;2;0.981132075472;130;364;530;0;2;207;209;37;0;0;0
iczechowski;mockito/mockito;NA;NA;0;0;0;0;NA;128;19;14;0;2;4;0.99037749815;1132;1188;1351;21;1;65;88;35;0;0;0
bbankowski;mockito/mockito;NA;NA;0;0;0;0;NA;16;15;104;6;3;4;0.989202657807;860;872;1204;10;6;77;94;30;0;0;0
mureinik;mockito/mockito;334.189655172;NA;0;32;20;0.0;2.9;50;1;8;8;3;1;0.918604651163;342;222;86;6;0;541;547;25;3911;196;8
shipkit-org;mockito/mockito;NA;NA;0;0;0;0;NA;5;2;5;2;3;11;0.814814814815;140;88;108;0;0;44;44;22;0;0;0
ChristianSchwarz;mockito/mockito;358.247093023;9.18194444444;10;74;145;0.00535618639529;2.3724137931;0;0;0;0;0;0;100;0;0;0;5;27;110;143;20;1109;171;39
lukasz-szewc;mockito/mockito;210.888888889;11.6904166667;2;13;10;0.00107123727906;1.8;4;4;7;6;2;1;0.985743380855;473;912;491;2;2;31;36;15;0;0;0
epeee;mockito/mockito;88.0;NA;0;9;4;0.0;1.0;17;9;8;4;3;1;0.956097560976;86;114;205;1;0;47;48;14;55;0;0
marcingrzejszczak;mockito/mockito;336.184210526;10.3608333333;3;10;17;0.00160685591859;2.23529411765;72;8;16;14;2;2;0.96335078534;269;260;191;5;1;29;36;12;0;0;0
Dawud-xx;mockito/mockito;NA;NA;0;0;0;0;NA;618;118;148;56;0;1;0.959595959596;2939;930;99;23;0;45;74;8;0;0;0
davidkarlsen;mockito/mockito;66.9;NA;0;2;4;0.0;2.5;10;260;0;0;0;1;0.0;10;520;1;0;7;8;15;8;0;0;0
pimterry;mockito/mockito;947.333333333;NA;0;4;6;0.0;3.0;76;49;0;0;0;1;0.0;76;98;1;0;0;19;20;8;0;0;0
lpandzic;mockito/mockito;260.526315789;NA;0;4;4;0.0;4.75;83;8;2;53;0;1;0.857142857143;199;160;28;0;0;11;11;7;0;0;0
wernight;mockito/mockito;133.2;NA;0;3;3;0.0;5.0;7;1;1;1;1;1;0.8;17;22;20;0;0;5;5;5;0;0;0
alberskib;mockito/mockito;587.545454545;NA;0;5;9;0.0;2.44444444444;30;3;2;1;0;1;0.992248062016;96;74;516;1;0;13;14;5;0;0;0
jerzykrlk;mockito/mockito;348.785714286;NA;0;4;3;0.0;4.66666666667;0;0;0;0;0;0;100;0;0;0;12;3;10;28;5;0;0;0
tmurakami;mockito/mockito;963.24137931;13.1658333333;1;14;21;0.000535618639529;2.7619047619;34;0;0;0;0;1;0.0;34;0;1;3;0;6;9;5;146;33;0
josephw;mockito/mockito;767.5;NA;0;1;1;0.0;2.0;10;7;180;70;0;1;0.333333333333;190;154;3;1;0;4;7;4;0;0;0
dmac100;mockito/mockito;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;6;6;3;0;0;0
ffbit;mockito/mockito;98.0;NA;0;3;1;0.0;1.0;13;5;0;0;0;1;0.0;13;10;1;0;0;4;4;3;0;0;0
guw;mockito/mockito;199.0;NA;0;5;2;0.0;1.5;64;64;0;0;0;1;0.0;64;128;1;1;0;4;5;3;0;0;0
hansjoachim;mockito/mockito;369.5;NA;0;5;2;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;1;0;52;53;3;0;0;0
hughwphamill;mockito/mockito;291.0;NA;0;1;1;0.0;4.0;94;28;0;0;0;1;0.0;94;56;1;1;0;3;4;3;0;0;0
hmlnarik;mockito/mockito;NA;NA;0;0;0;0;NA;316;280;677;494;0;1;0.0;993;1548;2;2;0;14;17;3;0;0;0
ianparkinson;mockito/mockito;NA;NA;0;3;0;0.0;NA;56;34;1;2;0;1;0.96875;57;72;64;0;0;10;10;3;0;0;0
kamilszymanski;mockito/mockito;NA;NA;0;2;0;0.0;NA;19;18;0;0;0;1;0.0;19;36;1;0;0;13;13;3;0;0;0
mkordas;mockito/mockito;78.1666666667;NA;0;6;5;0.0;1.2;151;2;28;0;0;1;0.986666666667;179;4;150;0;0;6;6;3;0;0;0
carlosaguayo;mockito/mockito;NA;NA;0;0;0;0;NA;1;1;2;2;0;1;0.0;3;6;2;0;0;2;2;2;0;0;0
brewerc;mockito/mockito;566.0;NA;0;2;1;0.0;2.0;2;0;3;3;0;1;0.0;5;6;2;0;0;2;2;2;0;0;0
AFnRFCb7;mockito/mockito;NA;NA;0;0;0;0;NA;13;2;0;0;0;1;0.0;13;4;1;0;0;2;2;2;0;0;0
tarnowskijan;mockito/mockito;150.0;NA;0;2;2;0.0;2.0;42;1;0;0;0;1;0.0;42;2;1;0;0;2;2;2;0;0;0
JeffreyFalgout;mockito/mockito;570.0;NA;0;3;2;0.0;1.0;22;3;0;0;0;1;0.0;22;6;1;0;0;5;5;2;0;0;0
lucascs;mockito/mockito;NA;NA;0;0;0;0;NA;87;55;0;0;0;1;0.0;87;110;1;0;0;5;5;2;0;0;0
SourcePond;mockito/mockito;615.0;0.0266666666667;1;3;1;0.000535618639529;1.0;2;3;0;0;0;1;0.0;2;6;1;0;0;2;2;2;0;0;0
elizarov;mockito/mockito;1084.63157895;NA;0;2;3;0.0;6.33333333333;0;0;0;0;0;0;100;0;0;0;4;0;8;12;2;43;11;0
SeriyBg;mockito/mockito;270.0;NA;0;4;2;0.0;1.5;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;3;0;0
Stephan202;mockito/mockito;507.344827586;NA;0;9;14;0.0;2.07142857143;209;21;18;76;0;1;0.0;227;194;2;0;0;4;4;2;0;0;0
UrsMetz;mockito/mockito;374.6;19.2291666667;1;2;2;0.000535618639529;2.5;33;2;0;0;0;1;0.0;33;4;1;0;0;3;3;2;0;0;0
vin;mockito/mockito;NA;NA;0;2;0;0.0;NA;2;6;0;0;0;1;0.0;2;12;1;0;0;2;2;2;0;0;0
thesnowgoose;mockito/mockito;194.5;NA;0;2;1;0.0;2.0;68;10;0;0;0;1;0.0;68;20;1;0;0;5;5;2;0;0;0
yyvess;mockito/mockito;282.4;2.88361111111;1;3;2;0.000535618639529;2.5;0;0;0;0;0;0;100;0;0;0;1;3;1;5;2;214;25;14
Jazzepi;mockito/mockito;199.0;NA;0;2;2;0.0;2.5;3;3;0;0;0;1;0.0;3;6;1;1;0;6;7;2;0;0;0
vanta;mockito/mockito;473.0;9.13027777778;3;5;1;0.00160685591859;1.0;3;3;0;0;0;1;0.0;3;6;1;0;0;4;4;2;0;0;0
MariusVolkhart;mockito/mockito;NA;NA;0;2;0;0.0;NA;0;25;0;0;0;1;0.0;0;50;1;0;2;3;5;2;0;0;0
michalborek;mockito/mockito;489.75;NA;0;1;1;0.0;4.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;0;0;0
alb-i986;mockito/mockito;174.5;NA;0;1;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
SimY4;mockito/mockito;423.5;NA;0;1;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;65;9;1
asolntsev;mockito/mockito;179.5;NA;0;2;3;0.0;2.0;2;2;0;0;0;1;0.0;2;4;1;0;0;2;2;1;0;0;0
andreyrmg;mockito/mockito;176.8;NA;0;2;2;0.0;2.5;0;0;0;0;0;0;100;0;0;0;2;0;1;3;1;0;0;0
arend-von-reinersdorff;mockito/mockito;774.0;NA;0;2;3;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
Ariel-Isaacm;mockito/mockito;40.5;NA;0;1;1;0.0;4.0;30;28;0;0;0;1;0.0;30;56;1;0;0;11;11;1;0;0;0
BartoszMiller;mockito/mockito;179.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;1;0;1;2;1;0;0;0
fluentfuture;mockito/mockito;874.511111111;7.76763888889;2;12;12;0.00107123727906;3.75;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;44;19;0
brunokrebs;mockito/mockito;NA;9.57444444444;1;2;0;0.000535618639529;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
Saser;mockito/mockito;73.5;NA;0;1;1;0.0;2.0;9;9;0;0;0;1;0.0;9;18;1;0;0;1;1;1;0;0;0
dgageot;mockito/mockito;NA;NA;0;0;0;0;NA;11;11;0;0;0;1;0.0;11;22;1;0;0;1;1;1;0;0;0
davidxia;mockito/mockito;15.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
hkdennis2k;mockito/mockito;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;3;3;1;11;3;0
divyansh-gupta;mockito/mockito;76.0;NA;0;1;1;0.0;1.0;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
DmitriyZaitsev;mockito/mockito;78.6;NA;0;2;3;0.0;1.66666666667;0;0;0;0;0;0;100;0;0;0;2;0;100;102;1;0;0;0
eamelink;mockito/mockito;NA;NA;0;0;0;0;NA;21;1;0;0;0;1;0.0;21;2;1;0;0;4;4;1;0;0;0
eugene-ivakhno;mockito/mockito;295.0;NA;0;3;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
astafev;mockito/mockito;564.25;NA;0;3;2;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
FWDekker;mockito/mockito;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
MGaetan89;mockito/mockito;568.0;NA;0;1;2;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
geoffschoeman;mockito/mockito;194.2;NA;0;1;1;0.0;5.0;257;0;0;0;0;1;0.0;257;0;1;3;0;17;20;1;0;0;0
igorcadelima;mockito/mockito;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
isanych;mockito/mockito;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
vershinin;mockito/mockito;49.0;NA;0;1;1;0.0;1.0;34;24;0;0;0;1;0.0;34;48;1;0;0;4;4;1;0;0;0
jpenglert;mockito/mockito;455.666666667;NA;0;2;3;0.0;2.0;0;0;0;0;0;0;100;0;0;0;1;0;0;1;1;20;7;0
izeye;mockito/mockito;94.3333333333;NA;0;2;2;0.0;1.5;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
JosePaumard;mockito/mockito;NA;NA;0;0;0;0;NA;288;52;0;0;0;1;0.0;288;104;1;2;0;7;9;1;0;0;0
mileszk;mockito/mockito;NA;NA;0;0;0;0;NA;27;1;0;0;0;1;0.0;27;2;1;0;0;1;1;1;0;0;0
tradingreason;mockito/mockito;NA;NA;0;0;0;0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
L-KID;mockito/mockito;72.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
LiamClark;mockito/mockito;645.0;NA;0;2;2;0.0;3.5;0;0;0;0;0;0;100;0;0;0;4;0;4;8;1;0;0;0
ludochane;mockito/mockito;NA;NA;0;0;0;0;NA;40;0;0;0;0;1;0.0;40;0;1;1;0;1;2;1;0;0;0
MeddahJ;mockito/mockito;NA;NA;0;0;0;0;NA;55;9;0;0;0;1;0.0;55;18;1;0;0;3;3;1;0;0;0
markuswustenberg;mockito/mockito;NA;NA;0;1;0;0.0;NA;7;11;0;0;0;1;0.0;7;22;1;0;0;3;3;1;0;0;0
mattbdean;mockito/mockito;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
myrle-krantz;mockito/mockito;162.75;NA;0;3;2;0.0;2.0;0;0;0;0;0;0;100;0;0;0;2;0;2;4;1;135;24;0
Nirvanall;mockito/mockito;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
olivergierke;mockito/mockito;134.25;NA;0;2;2;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;2;1;0;0;0
philipa;mockito/mockito;559.0;NA;0;1;1;0.0;2.0;54;11;0;0;0;1;0.0;54;22;1;0;0;3;3;1;0;0;0
phjardas;mockito/mockito;390.0;NA;0;2;2;0.0;4.5;50;9;0;0;0;1;0.0;50;18;1;0;0;3;3;1;0;0;0
radimk;mockito/mockito;140.0;NA;0;1;2;0.0;1.0;9;3;0;0;0;1;0.0;9;6;1;0;0;3;3;1;0;0;0
ra4king;mockito/mockito;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
smarkwell;mockito/mockito;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
SimenB;mockito/mockito;124.0;NA;0;2;1;0.0;1.0;5;0;0;0;0;1;0.0;5;0;1;1;0;0;1;1;0;0;0
stuartblair;mockito/mockito;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
trcooke;mockito/mockito;595.0;NA;0;1;4;0.0;1.75;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
tokuhirom;mockito/mockito;84.6666666667;NA;0;2;1;0.0;3.0;0;0;0;0;0;0;100;0;0;0;0;0;6;6;1;0;0;0
tomball;mockito/mockito;346.0;3.18638888889;1;2;2;0.000535618639529;1.5;91;7;0;0;0;1;0.0;91;14;1;1;0;4;6;1;0;0;0
VChirp;mockito/mockito;NA;0.0113888888889;1;2;0;0.000535618639529;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
Vp3n;mockito/mockito;NA;NA;0;1;0;0.0;NA;44;5;0;0;0;1;0.0;44;10;1;0;0;3;3;1;0;0;0
wwilk;mockito/mockito;NA;0.245;1;2;0;0.000535618639529;NA;2;1;0;0;0;1;0.0;2;2;1;0;0;2;2;1;0;0;0
andrerigon;mockito/mockito;NA;NA;0;0;0;0;NA;202;36;0;0;0;1;0.0;202;72;1;2;0;1;3;1;0;0;0
ashleyfrieze;mockito/mockito;336.285714286;NA;0;5;5;0.0;4.2;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
bruceeddy;mockito/mockito;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
jrrickard;mockito/mockito;307.0;NA;0;1;1;0.0;1.0;72;1;0;0;0;1;0.0;72;2;1;1;0;2;3;1;0;0;0
lloydjm77;mockito/mockito;468.0;NA;0;1;2;0.0;1.5;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
LudoMeurillon;mockito/mockito;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;1;0;2;3;1;0;0;0
mgrafl;mockito/mockito;116.0;NA;0;2;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
NagRock;mockito/mockito;NA;NA;0;1;0;0.0;NA;6;6;0;0;0;1;0.0;6;12;1;0;0;5;5;1;0;0;0
paulduffin;mockito/mockito;493.515151515;0.0211111111111;1;8;12;0.000535618639529;2.75;0;0;0;0;0;0;100;0;0;0;0;0;3;3;1;45;3;3
rberghegger;mockito/mockito;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;9;3;0
wuwen5;mockito/mockito;NA;NA;0;2;0;0.0;NA;36;0;0;0;0;1;0.0;36;0;1;1;0;1;2;1;0;0;0
gejiaheng;zhihu/Matisse;187.321428571;8.68886812046;107;20;93;0.457264957265;1.50537634409;38;23;7;2;3;22;0.848888888889;8979;2040;225;91;0;164;278;71;6687;1157;18
CoXier;zhihu/Matisse;91.5;15.4861111111;2;7;7;0.00854700854701;1.14285714286;5;11;1;1;0;1;0.0;6;24;2;1;0;45;47;15;606;54;34
DummyCo;zhihu/Matisse;78.5;NA;0;4;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;6;0;16;22;5;62;2;0
Dreamersoul;zhihu/Matisse;40.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;1;0;3;4;4;0;0;0
davidllorca;zhihu/Matisse;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;4;0;2;6;3;0;0;0
unixzii;zhihu/Matisse;217.071428571;7.83324074074;3;7;7;0.0128205128205;2.0;0;0;0;0;0;0;100;0;0;0;0;0;4;4;3;30;2;0
GreenSkinMonster;zhihu/Matisse;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;3;3;2;18;2;0
coderkan;zhihu/Matisse;42.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;3;1;0;4;2;0;0;0
eprendre;zhihu/Matisse;503.75;NA;0;1;3;0.0;1.33333333333;0;0;0;0;0;0;100;0;0;0;1;0;9;10;2;224;16;0
nevermore1000;zhihu/Matisse;14.0;0.085;1;2;1;0.0042735042735;1.0;36;36;0;0;0;1;0.0;36;72;1;0;0;8;9;2;72;16;0
borisdamato;zhihu/Matisse;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;2;0;0;2;1;0;0;0
bruferrari;zhihu/Matisse;276.333333333;6.25444444444;1;4;3;0.0042735042735;2.0;0;0;0;0;0;0;100;0;0;0;2;0;0;2;1;0;0;0
Gira-X;zhihu/Matisse;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;1;0;0;1;1;0;0;0
Drizzlezhang;zhihu/Matisse;246.5;15.6234722222;2;3;2;0.00854700854701;1.0;0;0;0;0;0;0;100;0;0;0;0;0;4;4;1;61;4;3
junyuecao;zhihu/Matisse;10.0;0.146111111111;1;2;1;0.0042735042735;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;15;0;0
barykaed;zhihu/Matisse;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
RomanTruba;zhihu/Matisse;3.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;15;0;0
guyca;wix/react-native-navigation;197.666178624;7.7914483896;859;178;772;1.3678343949;1.76943005181;567;334;144;50;20;50;0.622009569378;30889;24670;627;354;96;2361;2833;797;7894;995;194
DanielZlotin;wix/react-native-navigation;291.141129032;8.54753238665;223;118;144;0.355095541401;1.72222222222;22;9;28;12;6;31;0.810526315789;38507;41062;475;251;90;1015;1385;415;1348;2;3
talkol;wix/react-native-navigation;374.071428571;9.60662698413;7;0;9;0.0111464968153;1.55555555556;134;21;2;2;2;11;0.5;7655;1548;32;95;0;144;239;66;0;0;0
gran33;wix/react-native-navigation;167.209677419;6.95320662768;57;40;46;0.0907643312102;1.34782608696;4;2;24;8;6;2;0.959578207381;250;114;569;11;0;117;129;56;249;14;3
yedidyak;wix/react-native-navigation;133.0;15.5158333333;1;12;1;0.0015923566879;1.0;360;67;5;2;2;6;0.914285714286;1630;694;140;7;0;133;140;43;1;0;0
artald;wix/react-native-navigation;385.857142857;1.55407407407;3;8;16;0.00477707006369;1.3125;37;4;35;11;0;1;0.955801104972;334;206;181;1;0;51;52;17;6;0;0
BrendonSled;wix/react-native-navigation;88.0;0.00722222222222;1;14;5;0.0015923566879;1.0;0;0;0;0;0;0;100;0;0;0;0;0;19;19;9;96;6;2
eliperkins;wix/react-native-navigation;322.636363636;NA;0;12;18;0.0;1.83333333333;0;0;0;0;0;0;100;0;0;0;4;0;11;15;8;0;0;0
Ehesp;wix/react-native-navigation;272.903846154;4.81677083333;8;13;31;0.0127388535032;1.67741935484;2;2;0;0;0;1;0.0;2;4;1;23;18;9;50;8;0;0;0
rotemmiz;wix/react-native-navigation;NA;NA;0;0;0;0;NA;5;4;1;0;1;1;0.955223880597;483;200;134;1;0;17;18;8;0;0;0
MattDavies;wix/react-native-navigation;253.647058824;3.04814814815;3;10;16;0.00477707006369;2.125;62;18;0;0;0;1;0.0;62;36;1;1;1;25;27;6;70;12;0
Royce;wix/react-native-navigation;490.0;1.26;1;10;7;0.0015923566879;1.42857142857;0;0;0;0;0;0;100;0;0;0;1;0;32;33;6;363;44;2
drorbiran;wix/react-native-navigation;72.8333333333;12.2729513889;8;12;6;0.0127388535032;1.0;0;0;0;0;0;0;100;0;0;0;1;0;6;7;6;0;0;0
junedomingo;wix/react-native-navigation;208.086956522;11.9293333333;5;10;17;0.00796178343949;1.35294117647;0;0;0;0;0;0;100;0;0;0;19;0;12;31;5;0;0;0
brianjd;wix/react-native-navigation;177.222222222;10.4883333333;3;10;7;0.00477707006369;1.28571428571;0;0;0;0;0;0;100;0;0;0;1;0;10;11;5;0;0;0
gevorg94;wix/react-native-navigation;36.5;NA;0;5;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;16;16;4;86;12;0
jp928;wix/react-native-navigation;261.133333333;1.17902777778;2;11;26;0.0031847133758;2.30769230769;0;0;0;0;0;0;100;0;0;0;0;0;11;11;4;63;6;0
ruiaraujo;wix/react-native-navigation;27.0;NA;0;4;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;1;0;5;6;4;68;9;1
varungupta85;wix/react-native-navigation;567.551724138;10.3693209877;9;28;43;0.0143312101911;2.02325581395;0;0;0;0;0;0;100;0;0;0;0;0;6;6;4;76;4;0
bogobogo;wix/react-native-navigation;317.173913043;8.91279320988;18;44;12;0.0286624203822;1.91666666667;0;0;0;0;0;0;100;0;0;0;1;0;2;3;4;0;0;0
grundmanise;wix/react-native-navigation;182.0;2.3025;1;12;22;0.0015923566879;1.95454545455;0;0;0;0;0;0;100;0;0;0;0;0;4;4;3;0;0;0
Johan-dutoit;wix/react-native-navigation;94.0;NA;0;13;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;3;3;3;0;0;0
Kelt;wix/react-native-navigation;17.0;0.00638888888889;1;3;1;0.0015923566879;1.0;0;0;0;0;0;0;100;0;0;0;0;0;8;8;3;79;15;0
R4meau;wix/react-native-navigation;NA;NA;0;3;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;3;3;3;0;0;0
xandyn;wix/react-native-navigation;21.0;NA;0;3;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;9;9;3;62;3;0
simonmitchell;wix/react-native-navigation;233.481481481;0.0188888888889;1;6;9;0.0015923566879;3.0;0;0;0;0;0;0;100;0;0;0;0;0;16;16;3;17;0;0
megahertz;wix/react-native-navigation;139.777777778;19.1719444444;1;3;5;0.0015923566879;1.8;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;0;0;0
berkaybeyaz1;wix/react-native-navigation;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;3;3;2;0;0;0
carlosroberto555;wix/react-native-navigation;144.5;NA;0;3;9;0.0;1.11111111111;0;0;0;0;0;0;100;0;0;0;0;0;3;3;2;4;0;0
danielang;wix/react-native-navigation;597.714285714;NA;0;2;3;0.0;2.33333333333;0;0;0;0;0;0;100;0;0;0;0;0;11;11;2;81;1;0
eeynard;wix/react-native-navigation;285.384615385;12.3429166667;2;6;6;0.0031847133758;2.16666666667;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;0;0;0
edvinasbartkus;wix/react-native-navigation;315.923076923;NA;0;5;10;0.0;1.3;1;1;0;0;0;1;0.0;1;2;1;0;0;2;2;2;0;0;0
